order_id,uid,remaining,last_study,idle,is_frozen,tag,reason,month
697458296590592,3297117886,14,2026-07-26 19:00:00,5.0,0,Normal,"1-14, idle<=90",2026-08
697944462354688,3297146717,10,2026-07-28 21:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
697725752334594,3297189512,8,2026-07-27 21:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
698640907925764,3297417223,12,2026-07-26 17:30:00,5.0,0,Normal,"1-14, idle<=90",2026-08
698297622905088,3297433865,11,2026-07-28 21:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
722533155887360,3297482947,5,2026-07-29 16:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
715610470668544,3297491677,10,2026-07-27 11:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
698288496050432,3297497209,5,2026-07-28 23:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
700593054748932,3297532349,14,2026-07-23 17:00:00,8.0,0,Normal,"1-14, idle<=90",2026-08
708917727097092,3297536790,14,2026-07-28 21:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
731341178945794,3297633793,12,2026-07-28 19:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
737883442657542,3297712396,2,2026-07-29 21:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
725684802251014,3297738722,14,2026-07-29 19:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
699720305955072,3297838188,6,2026-07-29 22:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
700761763766528,3297882656,10,2026-07-29 18:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
727091942748422,3297898719,9,2026-07-26 20:00:00,5.0,0,Normal,"1-14, idle<=90",2026-08
700075036569858,3297907143,14,2026-07-27 18:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
703921079023872,3297989182,9,2026-07-29 20:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
734227494955266,3297989209,14,2026-07-28 21:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
700948275011842,3298145034,11,2026-07-29 13:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
700786625386754,3298145048,12,2026-07-28 19:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
701484961962242,3298145260,4,2026-07-29 19:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
732084802664710,3298145464,11,2026-07-29 19:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
701492060498180,3298146560,9,2026-07-29 18:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
752973087873282,3298220875,11,2026-07-28 21:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
701654631053568,3298281284,14,2026-07-28 19:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
701331360495872,3298330508,7,2026-07-25 17:30:00,6.0,0,Normal,"1-14, idle<=90",2026-08
747853662294278,3298366047,13,2026-07-26 22:30:00,5.0,0,Normal,"1-14, idle<=90",2026-08
702336046758144,3298503851,12,2026-07-25 21:00:00,6.0,0,Normal,"1-14, idle<=90",2026-08
701608843018500,3298554111,9,2026-07-29 02:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
750494073184520,3298595773,13,2026-07-27 20:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
734393463030018,3298723741,14,2026-07-28 13:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
702524181549312,3298763760,12,2026-07-29 19:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
750150688516360,3298826584,11,2026-07-29 19:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
702411092289794,3298847985,13,2026-07-27 18:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
706788014225664,3298925102,9,2026-07-29 18:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
703253580507392,3298926008,14,2026-07-29 17:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
723046372083968,3298927389,12,2026-07-28 19:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
723748795287810,3299189351,10,2026-07-29 18:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
703922500804864,3299257042,7,2026-07-29 18:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
746563348877576,3299417406,8,2026-07-28 21:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
706406263097602,3299483489,11,2026-07-28 21:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
714559639869700,3299717265,7,2026-07-29 22:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
720933854681344,3299808968,5,2026-07-29 17:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
737886104447238,3299827357,13,2026-07-28 17:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
746568641726728,3299900813,10,2026-07-28 18:30:00,3.0,0,Normal,"1-14, idle<=90",2026-08
747267756605702,3299917868,9,2026-07-28 21:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
728011185160450,3299938189,13,2026-07-27 13:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
726986240628998,3300008093,10,2026-07-27 21:30:00,4.0,0,Normal,"1-14, idle<=90",2026-08
744834521569544,3300085694,12,2026-07-26 21:00:00,5.0,0,Normal,"1-14, idle<=90",2026-08
748681149788422,3300092694,12,2026-07-27 22:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
709749740572930,3300099769,6,2026-07-28 11:00:00,3.0,0,Normal,"1-14, idle<=90",2026-08
710634934694148,3300158877,8,2026-07-25 12:00:00,6.0,0,Normal,"1-14, idle<=90",2026-08
728422216091910,3300226955,7,2026-07-25 19:00:00,6.0,0,Normal,"1-14, idle<=90",2026-08
748540902367496,3300296806,7,2026-07-27 17:00:00,4.0,0,Normal,"1-14, idle<=90",2026-08
727493089523970,3300360507,8,2026-07-29 21:30:00,2.0,0,Normal,"1-14, idle<=90",2026-08
737553224984834,3300378202,14,2026-07-29 17:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
720933546033410,3300404038,7,2026-07-29 21:00:00,2.0,0,Normal,"1-14, idle<=90",2026-08
